customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
0897-FEGMU,11,Month-to-month,Fiber optic,Electronic check,No,No,Yes,99.5,1056.95,Yes,0.8658,86.6,Critical Risk,1068.26,86.15,924.9,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7663-RGWBC,1,Month-to-month,DSL,Mailed check,No,No,Yes,44.15,44.15,Yes,0.4,40.0,Medium Risk,44.13,17.66,17.65,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1120-BMWUB,16,Month-to-month,DSL,Mailed check,Yes,No,Yes,53.9,834.15,Yes,0.3628,36.3,Medium Risk,854.31,19.55,309.94,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9124-LHCJQ,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,85.45,85.45,Yes,0.8542,85.4,Critical Risk,88.27,72.99,75.4,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4536-PLEQY,12,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,85.05,999.8,No,0.3896,39.0,Medium Risk,1015.74,33.14,395.73,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7029-IJEJK,54,One year,DSL,Bank transfer (automatic),Yes,Yes,No,44.1,2369.7,No,0.0471,4.7,Low Risk,2388.66,2.08,112.51,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8871-JLMHM,68,Two year,Fiber optic,Credit card (automatic),Yes,No,No,90.2,6297.65,No,0.0189,1.9,Low Risk,6182.61,1.7,116.85,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2235-ZGKPT,4,Month-to-month,DSL,Mailed check,No,No,No,50.85,239.55,Yes,0.5716,57.2,High Risk,214.35,29.07,122.52,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
3891-PUQOD,1,Month-to-month,DSL,Electronic check,No,No,No,59.2,59.2,Yes,0.4239,42.4,Medium Risk,59.72,25.09,25.32,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5447-VYTKW,27,Month-to-month,DSL,Mailed check,Yes,Yes,No,53.45,1461.45,No,0.0749,7.5,Low Risk,1459.35,4.0,109.31,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3623-FQBOX,21,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,19.95,416.4,No,0.0881,8.8,Low Risk,419.73,1.76,36.98,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0689-NKYLF,13,Month-to-month,Fiber optic,Electronic check,No,No,Yes,83.2,1060.6,Yes,0.7099,71.0,Critical Risk,1079.13,59.06,766.07,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8659-HDIYE,64,Month-to-month,DSL,Credit card (automatic),Yes,No,No,74.65,4869.35,No,0.0737,7.4,Low Risk,4824.82,5.5,355.59,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3658-KIBGF,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,54.9,54.9,Yes,0.3329,33.3,Medium Risk,54.91,18.28,18.28,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3474-BAFSJ,57,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,57.5,3265.95,No,0.034,3.4,Low Risk,3288.47,1.96,111.81,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5519-YLDGW,21,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,103.9,2254.2,Yes,0.783,78.3,Critical Risk,2192.42,81.35,1716.66,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3865-ZFZIB,19,Two year,No,Mailed check,No internet service,No internet service,No,19.65,358.15,No,0.0149,1.5,Low Risk,371.89,0.29,5.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1855-AGAWH,31,One year,Fiber optic,Electronic check,No,No,Yes,93.8,2939.8,No,0.2623,26.2,Medium Risk,2950.83,24.6,774.0,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7109-CQYUZ,52,Two year,DSL,Mailed check,Yes,Yes,Yes,89.25,4652.4,No,0.0362,3.6,Low Risk,4675.26,3.23,169.24,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1370-GGAWX,46,One year,Fiber optic,Electronic check,No,No,Yes,94.15,4408.45,No,0.2169,21.7,Low Risk,4374.94,20.42,948.92,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4680-KUTAJ,11,Month-to-month,DSL,Electronic check,No,Yes,Yes,55.6,580.8,No,0.2826,28.3,Medium Risk,603.22,15.71,170.47,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5307-UVGNB,53,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,48.7,2495.2,No,0.0937,9.4,Low Risk,2465.38,4.56,231.01,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4946-EDSEW,11,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,19.25,180.3,Yes,0.134,13.4,Low Risk,210.1,2.58,28.15,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2883-ILGWO,57,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,104.9,5913.95,No,0.2803,28.0,Medium Risk,5956.98,29.4,1669.74,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2516-VQRRV,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,75.45,158.4,Yes,0.8258,82.6,Critical Risk,151.5,62.31,125.11,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7580-UGXNC,2,Month-to-month,DSL,Mailed check,No,Yes,No,54.85,104.2,Yes,0.454,45.4,High Risk,109.65,24.9,49.78,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
3642-BYHDO,71,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,19.9,1389.35,No,0.0032,0.3,Low Risk,1413.06,0.06,4.52,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9629-NHXFW,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,19.4,19.4,No,0.1486,14.9,Low Risk,19.4,2.88,2.88,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2696-RZVZW,68,Two year,No,Credit card (automatic),No internet service,No internet service,No,25.05,1629.2,No,0.0063,0.6,Low Risk,1691.68,0.16,10.66,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5766-FTRTS,72,Two year,DSL,Mailed check,Yes,Yes,No,84.45,6033.1,No,0.0093,0.9,Low Risk,6058.49,0.79,56.34,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0396-HUJBP,2,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.3,44.4,No,0.2376,23.8,Low Risk,39.28,4.59,9.33,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5178-LMXOP,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,95.1,95.1,Yes,0.907,90.7,Critical Risk,96.94,86.26,87.92,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8879-ZKJOF,41,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,79.85,3320.75,No,0.0562,5.6,Low Risk,3327.0,4.49,186.98,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6285-FTQBF,72,Two year,No,Credit card (automatic),No internet service,No internet service,No,25.55,1867.7,No,0.0043,0.4,Low Risk,1835.22,0.11,7.89,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8185-UPYBR,6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,75.5,438.0,Yes,0.8343,83.4,Critical Risk,443.91,62.99,370.35,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4585-HETAI,4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.75,325.45,Yes,0.7669,76.7,Critical Risk,304.63,56.56,233.62,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7526-BEZQB,12,Month-to-month,Fiber optic,Electronic check,No,No,Yes,96.05,1148.1,Yes,0.8691,86.9,Critical Risk,1159.56,83.48,1007.77,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1474-JUWSM,58,One year,DSL,Electronic check,Yes,Yes,Yes,68.4,3972.25,No,0.0652,6.5,Low Risk,3934.67,4.46,256.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3530-CRZSB,7,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.65,155.9,No,0.106,10.6,Low Risk,146.6,2.19,15.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8498-XXGWA,65,Month-to-month,DSL,Mailed check,No,Yes,Yes,55.15,3673.15,No,0.0486,4.9,Low Risk,3686.18,2.68,179.15,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9617-INGJY,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,70.6,70.6,No,0.4545,45.4,High Risk,70.61,32.09,32.09,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0621-TSSMU,56,One year,No,Credit card (automatic),No internet service,No internet service,No,19.95,1126.75,No,0.0155,1.6,Low Risk,1122.17,0.31,17.39,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7234-KMNRQ,4,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.0,73.45,No,0.1203,12.0,Low Risk,78.67,2.29,9.46,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7636-PEPNS,58,One year,DSL,Mailed check,No,No,Yes,44.1,2413.05,No,0.0526,5.3,Low Risk,2515.69,2.32,132.33,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4683-WYDOU,62,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,107.6,6912.7,No,0.0873,8.7,Low Risk,6909.36,9.39,603.19,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9052-DHNKM,26,One year,DSL,Electronic check,No,Yes,No,61.55,1581.95,No,0.0712,7.1,Low Risk,1594.31,4.38,113.51,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6794-HKIAJ,62,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,90.7,5586.45,No,0.0864,8.6,Low Risk,5565.96,7.84,480.9,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5578-NKCXI,58,One year,Fiber optic,Credit card (automatic),No,Yes,No,99.25,5846.65,No,0.0528,5.3,Low Risk,5765.19,5.24,304.4,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1642-HMARX,68,Two year,DSL,Electronic check,Yes,Yes,Yes,91.7,6424.7,No,0.0272,2.7,Low Risk,6291.29,2.49,171.12,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3096-WPXBT,61,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,100.7,6018.65,No,0.1124,11.2,Low Risk,6102.61,11.32,685.93,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8434-PNQZX,42,Two year,DSL,Credit card (automatic),Yes,No,Yes,78.45,3373.4,No,0.0445,4.4,Low Risk,3336.72,3.49,148.48,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5950-AAAGJ,18,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,84.3,1537.9,No,0.2982,29.8,Medium Risk,1535.45,25.14,457.87,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4299-OPXEJ,56,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,19.55,1080.55,No,0.01,1.0,Low Risk,1098.9,0.2,10.99,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4951-UKAAQ,4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,88.95,355.2,Yes,0.8566,85.7,Critical Risk,357.18,76.19,305.96,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
9618-LFJRU,4,Month-to-month,No,Credit card (automatic),No internet service,No internet service,No,20.45,82.85,No,0.0808,8.1,Low Risk,82.07,1.65,6.63,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6693-DJWTY,35,One year,DSL,Credit card (automatic),No,Yes,No,55.6,2016.45,No,0.0197,2.0,Low Risk,2004.41,1.1,39.49,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0744-GKNGE,64,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,86.8,5327.25,No,0.104,10.4,Low Risk,5462.95,9.03,568.15,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6447-EGDIV,31,One year,No,Mailed check,No internet service,No internet service,No,20.95,683.25,No,0.0183,1.8,Low Risk,663.22,0.38,12.14,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1167-OYZJF,67,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,20.05,1263.05,No,0.0078,0.8,Low Risk,1290.69,0.16,10.07,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2108-YKQTY,4,Month-to-month,DSL,Credit card (automatic),No,No,No,50.7,151.3,Yes,0.3374,33.7,Medium Risk,183.72,17.11,61.99,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4806-DXQCE,70,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,113.65,7714.65,No,0.0761,7.6,Low Risk,7911.91,8.65,602.1,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4918-QLLIW,3,Month-to-month,DSL,Credit card (automatic),No,No,No,53.4,188.7,Yes,0.5897,59.0,High Risk,165.99,31.49,97.88,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
7056-IMHCC,53,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.9,5549.4,Yes,0.563,56.3,High Risk,5438.56,57.37,3061.91,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4854-SSLTN,2,Two year,DSL,Mailed check,Yes,Yes,No,59.5,130.5,No,0.0296,3.0,Low Risk,133.48,1.76,3.95,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5294-DMSFH,29,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,87.8,2621.75,No,0.2805,28.1,Medium Risk,2584.46,24.63,724.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4837-PZTIC,47,Two year,DSL,Mailed check,Yes,Yes,No,41.9,1875.25,No,0.0133,1.3,Low Risk,1926.99,0.56,25.63,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1625-JAIIY,68,One year,Fiber optic,Electronic check,No,No,Yes,83.0,5685.8,Yes,0.3944,39.4,Medium Risk,5679.17,32.74,2239.86,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0603-OLQDC,12,Month-to-month,DSL,Mailed check,No,Yes,Yes,69.85,837.5,No,0.2011,20.1,Low Risk,845.09,14.05,169.95,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3272-VUHPV,8,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,56.3,401.5,No,0.1085,10.9,Low Risk,435.15,6.11,47.21,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4176-FXYBO,54,Month-to-month,Fiber optic,Electronic check,No,Yes,No,109.55,6118.95,No,0.2598,26.0,Medium Risk,5989.26,28.46,1556.01,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1063-DHQJF,69,Two year,Fiber optic,Mailed check,Yes,No,Yes,92.15,6480.9,No,0.023,2.3,Low Risk,6391.56,2.12,147.01,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8663-UPDGF,26,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,69.5,1800.05,No,0.1319,13.2,Low Risk,1818.4,9.17,239.85,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6719-FGEDO,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,97.0,7104.2,No,0.0283,2.8,Low Risk,7006.23,2.75,198.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1837-YQUCE,70,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,58.35,4214.25,No,0.0202,2.0,Low Risk,4177.36,1.18,84.38,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2947-DOMLJ,1,Month-to-month,DSL,Mailed check,No,Yes,No,50.6,50.6,Yes,0.3863,38.6,Medium Risk,50.59,19.55,19.54,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4112-LUEIZ,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,89.5,863.1,Yes,0.8285,82.8,Critical Risk,880.31,74.15,729.34,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0369-ZGOVK,28,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,70.4,1992.2,No,0.135,13.5,Low Risk,1975.29,9.5,266.66,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4510-HIMLV,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.8,69.8,Yes,0.8454,84.5,Critical Risk,69.81,59.01,59.02,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
9919-KNPOO,21,Month-to-month,Fiber optic,Electronic check,No,No,Yes,94.3,1948.35,No,0.4703,47.0,High Risk,1980.86,44.35,931.6,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8749-JMNKX,51,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,93.8,4750.95,Yes,0.5483,54.8,High Risk,4765.99,51.43,2613.19,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7872-BAAZR,53,One year,No,Bank transfer (automatic),No internet service,No internet service,No,19.55,1007.9,No,0.0137,1.4,Low Risk,1037.9,0.27,14.22,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9391-LMANN,53,One year,Fiber optic,Electronic check,No,Yes,No,95.95,5036.9,No,0.0662,6.6,Low Risk,5065.44,6.35,335.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2430-USGXP,24,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.05,2391.8,Yes,0.7426,74.3,Critical Risk,2386.08,75.04,1771.9,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
8174-TBVCF,70,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,94.8,6859.05,No,0.0166,1.7,Low Risk,6693.13,1.57,111.11,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1698-XFZCI,61,One year,Fiber optic,Electronic check,No,Yes,Yes,107.75,6521.9,No,0.1749,17.5,Low Risk,6485.56,18.85,1134.32,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1877-HKBQX,11,One year,DSL,Mailed check,Yes,Yes,Yes,54.6,617.85,No,0.0915,9.1,Low Risk,610.66,5.0,55.88,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4450-DLLMH,2,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,71.3,157.75,No,0.4454,44.5,Medium Risk,145.63,31.76,64.86,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0428-AXXLJ,25,One year,No,Bank transfer (automatic),No internet service,No internet service,Yes,19.5,516.3,No,0.0395,3.9,Low Risk,495.75,0.77,19.58,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2746-DIJLO,41,One year,DSL,Credit card (automatic),No,No,Yes,56.3,2364.0,No,0.0687,6.9,Low Risk,2341.27,3.87,160.85,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5955-ERIHD,18,Month-to-month,Fiber optic,Electronic check,No,No,Yes,94.7,1687.95,Yes,0.7973,79.7,Critical Risk,1722.12,75.5,1373.05,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0917-EZOLA,72,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,104.15,7689.95,Yes,0.3286,32.9,Medium Risk,7572.45,34.22,2488.31,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3508-VLHCZ,71,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,90.55,6239.05,No,0.0141,1.4,Low Risk,6325.78,1.28,89.19,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4086-ATNFV,34,One year,DSL,Mailed check,No,Yes,Yes,60.8,2042.05,No,0.0303,3.0,Low Risk,2048.92,1.84,62.08,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0468-YRPXN,29,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,98.8,2807.1,No,0.245,24.5,Low Risk,2848.92,24.21,697.99,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5996-NRVXR,40,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,98.15,4116.8,No,0.1118,11.2,Low Risk,3996.28,10.97,446.78,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3739-YBWAB,36,One year,DSL,Mailed check,No,Yes,No,35.35,1317.95,No,0.0512,5.1,Low Risk,1278.42,1.81,65.46,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7047-FWEYA,46,One year,Fiber optic,Electronic check,Yes,No,Yes,103.15,4594.65,No,0.1976,19.8,Low Risk,4667.57,20.38,922.31,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2000-MPKCA,58,One year,Fiber optic,Electronic check,No,Yes,Yes,107.75,6332.75,No,0.1846,18.5,Low Risk,6279.36,19.89,1159.17,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9762-YAQAA,39,One year,Fiber optic,Credit card (automatic),No,No,No,81.4,3213.75,No,0.0919,9.2,Low Risk,3201.62,7.48,294.23,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5949-EBSQK,4,Month-to-month,DSL,Credit card (automatic),Yes,No,No,61.45,229.55,Yes,0.2535,25.4,Medium Risk,241.06,15.58,61.11,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5473-KHBPS,52,One year,Fiber optic,Credit card (automatic),No,No,Yes,95.7,4976.15,No,0.1656,16.6,Low Risk,4964.0,15.85,822.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0100-DUVFC,70,One year,Fiber optic,Electronic check,No,No,Yes,104.8,7308.95,No,0.2258,22.6,Low Risk,7330.97,23.66,1655.33,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5397-TUPSH,65,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,70.95,4555.2,No,0.0948,9.5,Low Risk,4590.03,6.73,435.13,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8950-MTZNV,1,Month-to-month,DSL,Mailed check,No,No,Yes,44.95,44.95,No,0.3108,31.1,Medium Risk,44.94,13.97,13.97,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0326-VDYXE,70,One year,Fiber optic,Electronic check,No,No,Yes,97.65,6982.5,No,0.1782,17.8,Low Risk,6891.12,17.4,1228.0,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6773-LQTVT,29,Month-to-month,DSL,Mailed check,No,No,Yes,35.65,1025.15,No,0.2295,23.0,Low Risk,999.6,8.18,229.41,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7274-RTAPZ,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,90.55,90.55,Yes,0.8785,87.8,Critical Risk,90.66,79.55,79.64,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0436-TWFFZ,67,Two year,DSL,Mailed check,Yes,Yes,Yes,85.25,5714.2,No,0.0253,2.5,Low Risk,5689.17,2.16,143.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8566-YPRGL,1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,19.5,19.5,No,0.204,20.4,Low Risk,19.5,3.98,3.98,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0311-UNPFF,26,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,88.8,2274.35,Yes,0.6488,64.9,High Risk,2241.37,57.61,1454.2,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6609-MXJHJ,30,Two year,No,Mailed check,No internet service,No internet service,Yes,25.1,789.55,No,0.0184,1.8,Low Risk,764.98,0.46,14.08,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2669-OIDSD,48,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,100.05,4834.0,No,0.155,15.5,Low Risk,4831.24,15.51,748.84,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8400-WZICQ,55,Month-to-month,DSL,Electronic check,No,Yes,No,55.7,3131.8,No,0.0524,5.2,Low Risk,3105.67,2.92,162.74,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3834-XUIFC,7,Month-to-month,Fiber optic,Mailed check,No,No,Yes,85.2,602.55,Yes,0.8152,81.5,Critical Risk,604.43,69.46,492.73,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
9576-SYUHJ,37,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,91.15,3369.25,No,0.3904,39.0,Medium Risk,3377.92,35.58,1318.74,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0410-IPFTY,31,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,83.85,2674.15,No,0.3322,33.2,Medium Risk,2672.52,27.85,887.81,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2831-EBWRN,4,Month-to-month,DSL,Electronic check,No,No,Yes,45.9,199.75,No,0.3427,34.3,Medium Risk,190.22,15.73,65.19,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9430-NKQLY,72,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,25.1,1790.8,No,0.0063,0.6,Low Risk,1798.13,0.16,11.33,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8414-MYSHR,5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,91.4,449.75,Yes,0.899,89.9,Critical Risk,466.14,82.17,419.06,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0247-SLUJI,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.7,19.7,No,0.1774,17.7,Low Risk,19.71,3.49,3.5,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9402-ORRAH,15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,91.5,1400.3,No,0.4428,44.3,Medium Risk,1365.94,40.52,604.84,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6483-OATDN,8,Month-to-month,DSL,Credit card (automatic),No,Yes,Yes,51.3,411.6,No,0.2128,21.3,Low Risk,404.38,10.92,86.05,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
